Timestamp,CAN_ID,DLC,DataBytes
1768600420.2738035,2181412875,8,00 00 E3 06 00 00 20 00
1768600420.2820864,2181413195,8,00 00 00 00 00 00 00 00
1768600420.2902758,2181412875,8,AC 0C D9 06 00 00 20 00
1768600420.301234,2181413195,8,00 00 00 00 00 00 00 00
1768600420.3094463,2181300382,8,00 00 66 00 00 00 00 00
1768600420.3177,2181413195,8,00 00 00 00 00 00 00 00
1768600420.3284595,2147746239,8,01 00 00 00 00 00 00 00
1768600420.336768,2181413195,8,00 00 00 00 00 00 00 00
1768600420.3476195,2147746239,8,01 00 00 00 00 00 00 00
1768600420.3558545,2181413195,8,00 00 00 00 00 00 00 00
1768600420.3641338,2164332608,8,78 01 00 16 59 04 00 60
1768600420.3749218,2181412875,8,AC 0C DC 06 00 00 20 00
1768600420.3833659,2181413195,8,00 00 00 00 00 00 00 00
1768600420.391506,2181412875,8,AC 0C DB 06 00 00 20 00
1768600420.402405,2181413195,8,00 00 00 00 00 00 00 00
1768600420.4105215,2181412939,8,08 00 00 08 00 00 00 00
1768600420.421373,2181413195,8,00 00 00 00 00 00 00 00
1768600420.4296255,2147746239,8,01 00 00 00 00 00 00 00
1768600420.4379125,2181413195,8,00 00 00 00 00 00 00 00
1768600420.44876,2147746239,8,01 00 00 00 00 00 00 00
1768600420.457013,2181413195,8,00 00 00 00 00 00 00 00
1768600420.4653687,2147746239,8,01 00 00 00 00 00 00 00
1768600420.4760928,2181413195,8,00 00 00 00 00 00 00 00
1768600420.4844627,2164332608,8,78 01 00 16 59 04 00 60
1768600420.495142,2181412875,8,AC 0C D9 06 00 00 20 00
1768600420.5034552,2181413195,8,00 00 00 00 00 00 00 00
1768600420.5116837,2181412875,8,00 00 E2 06 00 00 20 00
1768600420.5225418,2181413195,8,00 00 00 00 00 00 00 00
1768600420.5307891,2147746239,8,01 00 00 00 00 00 00 00
1768600420.539055,2181413195,8,00 00 00 00 00 00 00 00
1768600420.5499096,2147746239,8,01 00 00 00 00 00 00 00
1768600420.5581627,2181413195,8,00 00 00 00 00 00 00 00
1768600420.5689728,2147746239,8,01 00 00 00 00 00 00 00
1768600420.577259,2181413195,8,00 00 00 00 00 00 00 00
1768600420.5855901,2147746239,8,01 00 00 00 00 00 00 00
1768600420.596356,2181413195,8,00 00 00 00 00 00 00 00
1768600420.6045773,2164332608,8,78 01 00 16 59 04 00 60
1768600420.6128342,2181412875,8,00 00 E2 06 00 00 20 00
1768600420.6236773,2181413195,8,00 00 00 00 00 00 00 00
1768600420.6319869,2181412875,8,00 00 E3 06 00 00 20 00
1768600420.6427772,2181413195,8,00 00 00 00 00 00 00 00
1768600420.651072,2147746239,8,01 00 00 00 00 00 00 00
1768600420.6593165,2181413195,8,00 00 00 00 00 00 00 00
1768600420.6701314,2147746239,8,01 00 00 00 00 00 00 00
1768600420.6783934,2181413195,8,00 00 00 00 00 00 00 00
1768600420.686661,2147746239,8,01 00 00 00 00 00 00 00
1768600420.6975155,2181413195,8,00 00 00 00 00 00 00 00
1768600420.705776,2147746239,8,01 00 00 00 00 00 00 00
1768600420.7165887,2181413195,8,00 00 00 00 00 00 00 00
1768600420.7248418,2164332608,8,78 01 00 16 59 04 00 60
1768600420.7331214,2181412875,8,AC 0C D7 06 00 00 20 00
1768600420.743917,2181413195,8,00 00 00 00 00 00 00 00
1768600420.7522082,2181412875,8,AC 0C DA 06 00 00 20 00
1768600420.760451,2181413195,8,00 00 00 00 00 00 00 00
1768600420.7713542,2147746239,8,01 00 00 00 00 00 00 00
1768600420.7795694,2181413195,8,00 00 00 00 00 00 00 00
1768600420.7878146,2147746239,8,01 00 00 00 00 00 00 00
1768600420.7987072,2181413195,8,00 00 00 00 00 00 00 00
1768600420.8069086,2147746239,8,01 00 00 00 00 00 00 00
1768600420.8177412,2181413195,8,00 00 00 00 00 00 00 00
1768600420.8259945,2147746239,8,01 00 00 00 00 00 00 00
1768600420.8343186,2181413195,8,00 00 00 00 00 00 00 00
1768600420.8450735,2164332608,8,78 01 00 16 59 04 00 60
1768600420.8534386,2181412875,8,AC 0C DB 06 00 00 20 00
1768600420.8616023,2181413195,8,00 00 00 00 00 00 00 00
1768600420.8724172,2181412875,8,AC 0C DC 06 00 00 20 00
1768600420.880728,2181413195,8,00 00 00 00 00 00 00 00
1768600420.8915071,2147746239,8,01 00 00 00 00 00 00 00
1768600420.899852,2181413195,8,00 00 00 00 00 00 00 00
1768600420.9080565,2147746239,8,01 00 00 00 00 00 00 00
1768600420.9188766,2181413195,8,00 00 00 00 00 00 00 00
1768600420.927146,2147746239,8,01 00 00 00 00 00 00 00
1768600420.9355078,2181413195,8,00 00 00 00 00 00 00 00
1768600420.946225,2147746239,8,01 00 00 00 00 00 00 00
1768600420.9544735,2181412875,8,00 00 E2 06 00 00 20 00
1768600420.965386,2181413195,8,00 00 00 00 00 00 00 00
1768600420.9735665,2181412875,8,00 00 E2 06 00 00 20 00
1768600420.9819243,2181413195,8,00 00 00 00 00 00 00 00
1768600420.9926672,2181412875,8,00 00 E3 06 00 00 20 00
1768600421.0009978,2181413195,8,00 00 00 00 00 00 00 00
1768600421.0092018,2181300382,8,00 00 66 00 00 00 00 00
1768600421.0200212,2181413195,8,00 00 00 00 00 00 00 00
1768600421.0283184,2147746239,8,01 00 00 00 00 00 00 00
1768600421.0391006,2181413195,8,00 00 00 00 00 00 00 00
1768600421.0474298,2147746239,8,01 00 00 00 00 00 00 00
1768600421.0556393,2181413195,8,00 00 00 00 00 00 00 00
1768600421.0665834,2147746239,8,01 00 00 00 00 00 00 00
1768600421.0747397,2181412875,8,AC 0C DB 06 00 00 20 00
1768600421.0830781,2181413195,8,00 00 00 00 00 00 00 00
1768600421.093834,2181412875,8,AC 0C DB 06 00 00 20 00
1768600421.1021469,2181413195,8,00 00 00 00 00 00 00 00
1768600421.1129134,2181412875,8,AC 0C DD 06 00 00 20 00
1768600421.1211636,2181413195,8,00 00 00 00 00 00 00 00
1768600421.129462,2147746239,8,01 00 00 00 00 00 00 00
1768600421.1403508,2181413195,8,00 00 00 00 00 00 00 00
1768600421.1486125,2147746239,8,01 00 00 00 00 00 00 00
1768600421.156799,2181413195,8,00 00 00 00 00 00 00 00
1768600421.1676998,2147746239,8,01 00 00 00 00 00 00 00
1768600421.1758914,2181413195,8,00 00 00 00 00 00 00 00
1768600421.1867383,2147746239,8,01 00 00 00 00 00 00 00
1768600421.1949835,2181412875,8,AC 0C DE 06 00 00 20 00
1768600421.20327,2181413195,8,00 00 00 00 00 00 00 00
1768600421.214128,2181412875,8,AC 0C DB 06 00 00 20 00
1768600421.2224226,2181413195,8,00 00 00 00 00 00 00 00
1768600421.230745,2181412875,8,00 00 E3 06 00 00 20 00
1768600421.2414222,2181413195,8,00 00 00 00 00 00 00 00
1768600421.249761,2147746239,8,01 00 00 00 00 00 00 00
1768600421.2605011,2181413195,8,00 00 00 00 00 00 00 00
1768600421.2688415,2147746239,8,01 00 00 00 00 00 00 00
1768600421.2770467,2181413195,8,00 00 00 00 00 00 00 00
1768600421.2879245,2147746239,8,01 00 00 00 00 00 00 00
1768600421.296152,2181413195,8,00 00 00 00 00 00 00 00
1768600421.3044746,2147746239,8,01 00 00 00 00 00 00 00
1768600421.3153057,2181412875,8,00 00 E1 06 00 00 20 00
1768600421.323474,2181413195,8,00 00 00 00 00 00 00 00
1768600421.3343825,2181412875,8,AC 0C C8 16 00 00 20 00
1768600421.3425705,2181413195,8,00 00 00 00 00 00 00 00
1768600421.3509104,2181412875,8,AC 0C D7 06 00 00 20 00
1768600421.3617277,2181413195,8,00 00 00 00 00 00 00 00
1768600421.3699758,2147746239,8,01 00 00 00 00 00 00 00
1768600421.3782096,2181413195,8,00 00 00 00 00 00 00 00
1768600421.3890462,2147746239,8,01 00 00 00 00 00 00 00
1768600421.397411,2181413195,8,00 00 00 00 00 00 00 00
1768600421.4081542,2147746239,8,01 00 00 00 00 00 00 00
1768600421.4164383,2181413195,8,00 00 00 00 00 00 00 00
1768600421.4246795,2147746239,8,01 00 00 00 00 00 00 00
1768600421.435567,2181412875,8,AC 0C DA 06 00 00 20 00
1768600421.4437757,2181413195,8,00 00 00 00 00 00 00 00
1768600421.4520562,2181412875,8,AC 0C D9 06 00 00 20 00
1768600421.4628165,2181413195,8,00 00 00 00 00 00 00 00
1768600421.47113,2181412875,8,AC 0C DB 06 00 00 20 00
1768600421.482075,2181413195,8,00 00 00 00 00 00 00 00
1768600421.490204,2147746239,8,01 00 00 00 00 00 00 00
1768600421.498508,2181413195,8,00 00 00 00 00 00 00 00
1768600421.5093858,2147746239,8,01 00 00 00 00 00 00 00
1768600421.517635,2181413195,8,00 00 00 00 00 00 00 00
1768600421.5258296,2147746239,8,01 00 00 00 00 00 00 00
1768600421.5366821,2181413195,8,00 00 00 00 00 00 00 00
1768600421.5449376,2147746239,8,01 00 00 00 00 00 00 00
1768600421.5557346,2181412875,8,AC 0C DD 06 00 00 20 00
1768600421.5640268,2181413195,8,00 00 00 00 00 00 00 00
1768600421.572269,2181412875,8,AC 0C DC 06 00 00 20 00
1768600421.5831547,2181413195,8,00 00 00 00 00 00 00 00
1768600421.5914187,2181412875,8,AC 0C DB 06 00 00 20 00
1768600421.5996778,2181413195,8,00 00 00 00 00 00 00 00
1768600421.6104803,2181365899,8,CD CC CC 3D 00 00 04 00
1768600421.6187336,2181413195,8,00 00 00 00 00 00 00 00
1768600421.6295488,2147746239,8,01 00 00 00 00 00 00 00
1768600421.6378243,2181413195,8,00 00 00 00 00 00 00 00
1768600421.6460516,2147746239,8,01 00 00 00 00 00 00 00
1768600421.6569076,2181413195,8,00 00 00 00 00 00 00 00
1768600421.6652594,2147746239,8,01 00 00 00 00 00 00 00
1768600421.6734805,2181412875,8,AC 0C DC 06 00 00 20 00
1768600421.6843507,2181413195,8,00 00 00 00 00 00 00 00
1768600421.692531,2181412875,8,AC 0C DC 06 00 00 20 00
1768600421.7033315,2181413195,8,00 00 00 00 00 00 00 00
1768600421.7116115,2181412875,8,AC 0C DD 06 00 00 20 00
1768600421.719877,2181413195,8,00 00 00 00 00 00 00 00
1768600421.730733,2147746239,8,01 00 00 00 00 00 00 00
1768600421.7389503,2181413195,8,00 00 00 00 00 00 00 00
1768600421.7472095,2147746239,8,01 00 00 00 00 00 00 00
1768600421.7580566,2181413195,8,00 00 00 00 00 00 00 00
1768600421.7663472,2147746239,8,01 00 00 00 00 00 00 00
1768600421.7771428,2181413195,8,00 00 00 00 00 00 00 00
1768600421.7854202,2164332608,8,78 01 00 16 59 04 00 60
1768600421.79368,2181412875,8,AC 0C DE 06 00 00 20 00
1768600421.8044763,2181413195,8,00 00 00 00 00 00 00 00
1768600421.812785,2181412875,8,00 00 E2 06 00 00 20 00
1768600421.821009,2181413195,8,00 00 00 00 00 00 00 00
1768600421.8319166,2181412875,8,AC 0C D5 06 00 00 20 00
1768600421.8400998,2181413195,8,00 00 00 00 00 00 00 00
1768600421.8509738,2147746239,8,01 00 00 00 00 00 00 00
1768600421.859212,2181413195,8,00 00 00 00 00 00 00 00
1768600421.8674846,2147746239,8,01 00 00 00 00 00 00 00
1768600421.878337,2181413195,8,00 00 00 00 00 00 00 00
1768600421.8865778,2147746239,8,01 00 00 00 00 00 00 00
1768600421.894839,2181413195,8,00 00 00 00 00 00 00 00
1768600421.905646,2164332608,8,78 01 00 16 59 04 00 60
1768600421.9140587,2181412875,8,AC 0C DB 06 00 00 20 00
1768600421.9247215,2181413195,8,00 00 00 00 00 00 00 00
1768600421.933053,2181412875,8,AC 0C DC 06 00 00 20 00
1768600421.9412584,2181413195,8,00 00 00 00 00 00 00 00
1768600421.9521332,2181412875,8,AC 0C DB 06 00 00 20 00
1768600421.960406,2181413195,8,00 00 00 00 00 00 00 00
1768600421.968626,2147746239,8,01 00 00 00 00 00 00 00
1768600421.979441,2181413195,8,00 00 00 00 00 00 00 00
1768600421.9877136,2147746239,8,01 00 00 00 00 00 00 00
1768600421.9986403,2181413195,8,00 00 00 00 00 00 00 00
1768600422.006791,2147746239,8,01 00 00 00 00 00 00 00
1768600422.0151231,2181413195,8,00 00 00 00 00 00 00 00
1768600422.0258827,2147746239,8,01 00 00 00 00 00 00 00
1768600422.0342023,2181412875,8,00 00 E2 06 00 00 20 00
1768600422.0424614,2181413195,8,00 00 00 00 00 00 00 00
1768600422.0533588,2181412875,8,AC 0C D7 06 00 00 20 00
1768600422.0615158,2181413195,8,00 00 00 00 00 00 00 00
1768600422.0723293,2181412875,8,00 00 E2 06 00 00 20 00
1768600422.0806956,2181413195,8,00 00 00 00 00 00 00 00
1768600422.0888503,2147746239,8,01 00 00 00 00 00 00 00
1768600422.0997396,2181413195,8,00 00 00 00 00 00 00 00
1768600422.1079478,2147746239,8,01 00 00 00 00 00 00 00
1768600422.1162813,2181413195,8,00 00 00 00 00 00 00 00
1768600422.1270313,2147746239,8,01 00 00 00 00 00 00 00
1768600422.1354504,2181413195,8,00 00 00 00 00 00 00 00
1768600422.1435704,2164332608,8,78 01 00 16 59 04 00 60
1768600422.1543872,2181412875,8,AC 0C D3 06 00 00 20 00
1768600422.1626768,2181412939,8,00 00 00 08 00 00 00 00
1768600422.1735203,2181412875,8,AC 0C D9 06 00 00 20 00
1768600422.1818578,2181413195,8,00 00 00 00 00 00 00 00
1768600422.1900063,2147746239,8,01 00 00 00 00 00 00 00
1768600422.2008867,2181413195,8,00 00 00 00 00 00 00 00
1768600422.2090986,2147746239,8,01 00 00 00 00 00 00 00
1768600422.2175229,2181413195,8,00 00 00 00 00 00 00 00
1768600422.2281842,2147746239,8,01 00 00 00 00 00 00 00
1768600422.2364948,2181413195,8,00 00 00 00 00 00 00 00
1768600422.2473938,2147746239,8,01 00 00 00 00 00 00 00
1768600422.2555735,2181413195,8,00 00 00 00 00 00 00 00
1768600422.2638214,2164332608,8,78 01 00 16 59 04 00 60
1768600422.2746649,2181412875,8,AC 0C DB 06 00 00 20 00
1768600422.2829561,2181413195,8,00 00 00 00 00 00 00 00
1768600422.291157,2181412875,8,AC 0C DC 06 00 00 20 00
1768600422.3020298,2181413195,8,00 00 00 00 00 00 00 00
1768600422.3102407,2181300382,8,00 00 66 00 00 00 00 00
1768600422.3210988,2181413195,8,00 00 00 00 00 00 00 00
1768600422.3293946,2164332608,8,78 01 00 16 59 04 00 60
1768600422.3376892,2181413195,8,00 00 00 00 00 00 00 00
1768600422.348549,2147746239,8,01 00 00 00 00 00 00 00
1768600422.3567827,2181413195,8,00 00 00 00 00 00 00 00
1768600422.3650675,2147746239,8,01 00 00 00 00 00 00 00
1768600422.3758318,2181413195,8,00 00 00 00 00 00 00 00
1768600422.3841054,2164332608,8,78 01 00 16 59 04 00 60
1768600422.3949013,2181412875,8,AC 0C DA 06 00 00 20 00
1768600422.4031706,2181413195,8,00 00 00 00 00 00 00 00
1768600422.4114473,2181412875,8,00 00 E2 06 00 00 20 00
1768600422.42235,2181413195,8,00 00 00 00 00 00 00 00
1768600422.4306147,2147746239,8,01 00 00 00 00 00 00 00
1768600422.438775,2181413195,8,00 00 00 00 00 00 00 00
1768600422.4496324,2147746239,8,01 00 00 00 00 00 00 00
1768600422.4578748,2181413195,8,00 00 00 00 00 00 00 00
1768600422.4686978,2147746239,8,01 00 00 00 00 00 00 00
1768600422.4769762,2181413195,8,00 00 00 00 00 00 00 00
1768600422.485247,2147746239,8,01 00 00 00 00 00 00 00
1768600422.496067,2181413195,8,00 00 00 00 00 00 00 00
1768600422.5044398,2164332608,8,78 01 00 16 59 04 00 60
1768600422.5125477,2181412875,8,00 00 E0 06 00 00 20 00
1768600422.523398,2181413195,8,00 00 00 00 00 00 00 00
1768600422.5318532,2181412875,8,00 00 E2 06 00 00 20 00
1768600422.539928,2181413195,8,00 00 00 00 00 00 00 00
1768600422.5507743,2147746239,8,01 00 00 00 00 00 00 00
1768600422.559029,2181413195,8,00 00 00 00 00 00 00 00
1768600422.5698364,2147746239,8,01 00 00 00 00 00 00 00
1768600422.5781322,2181413195,8,00 00 00 00 00 00 00 00
1768600422.5864882,2147746239,8,01 00 00 00 00 00 00 00
1768600422.5973012,2181413195,8,00 00 00 00 00 00 00 00
1768600422.6054552,2164332608,8,78 01 00 16 59 04 00 60
1768600422.6137056,2181412875,8,00 00 E2 06 00 00 20 00
1768600422.6245542,2181413195,8,00 00 00 00 00 00 00 00
1768600422.632873,2181412875,8,00 00 E2 06 00 00 20 00
1768600422.6436443,2181413195,8,00 00 00 00 00 00 00 00
1768600422.6519356,2181412875,8,AC 0C D2 06 00 00 20 00
1768600422.6601927,2181412939,8,00 00 00 08 00 00 00 00
1768600422.6709883,2147746239,8,01 00 00 00 00 00 00 00
1768600422.6793058,2181413195,8,00 00 00 00 00 00 00 00
1768600422.6875212,2147746239,8,01 00 00 00 00 00 00 00
1768600422.6984327,2181413195,8,00 00 00 00 00 00 00 00
1768600422.706626,2147746239,8,01 00 00 00 00 00 00 00
1768600422.7174687,2181413195,8,00 00 00 00 00 00 00 00
1768600422.7257376,2147746239,8,01 00 00 00 00 00 00 00
1768600422.733992,2181412875,8,AC 0C DB 06 00 00 20 00
1768600422.7447972,2181413195,8,00 00 00 00 00 00 00 00
1768600422.75306,2181412875,8,AC 0C DB 06 00 00 20 00
1768600422.7613494,2181413195,8,00 00 00 00 00 00 00 00
1768600422.7721546,2181412875,8,AC 0C DB 06 00 00 20 00
1768600422.7804372,2181413195,8,00 00 00 00 00 00 00 00
1768600422.7913353,2147746239,8,01 00 00 00 00 00 00 00
1768600422.7995777,2181413195,8,00 00 00 00 00 00 00 00
1768600422.807773,2147746239,8,01 00 00 00 00 00 00 00
1768600422.8186383,2181413195,8,00 00 00 00 00 00 00 00
1768600422.826882,2147746239,8,01 00 00 00 00 00 00 00
1768600422.8351347,2181413195,8,00 00 00 00 00 00 00 00
1768600422.8459563,2147746239,8,01 00 00 00 00 00 00 00
1768600422.8542092,2181412875,8,AC 0C DD 06 00 00 20 00
1768600422.8651483,2181413195,8,00 00 00 00 00 00 00 00
