Timestamp,CAN_ID,DLC,DataBytes
1768600440.6570683,2181412875,8,AC 0C D9 06 00 00 20 00
1768600440.665289,2181413195,8,00 00 00 00 00 00 00 00
1768600440.6706111,2147812032,1,01
1768600440.6788905,2164332608,8,78 01 00 16 59 04 00 60
1768600440.6871722,2181412875,8,AC 0C DA 06 00 00 20 00
1768600440.6979976,2181413195,8,00 00 00 00 00 00 00 00
1768600440.7062552,2164332608,8,78 01 00 16 59 04 00 60
1768600440.7145557,2181413195,8,00 00 00 00 00 00 00 00
1768600440.7254553,2164332608,8,78 01 00 16 59 04 00 60
1768600440.7337005,2181412875,8,AC 0C DC 06 00 00 20 00
1768600440.7389746,2147812032,1,01
1768600440.7472796,2181412875,8,AC 0C DB 06 00 00 20 00
1768600440.7555532,2181413195,8,00 00 00 00 00 00 00 00
1768600440.7665086,2147746239,8,01 00 00 00 00 00 00 00
1768600440.774526,2181412875,8,AC 0C DA 06 00 00 20 00
1768600440.7773123,2147812032,1,01
1768600440.7881904,2181412875,8,AC 0C DA 06 00 00 20 00
1768600440.7964447,2181413195,8,00 00 00 00 00 00 00 00
1768600440.807335,2147746239,8,01 00 00 00 00 00 00 00
1768600440.8156188,2181413195,8,00 00 00 00 00 00 00 00
1768600440.8237739,2147746239,8,01 00 00 00 00 00 00 00
1768600440.8346817,2181412875,8,AC 0C DA 06 00 00 20 00
1768600440.837472,2147812032,1,01
1768600440.8457422,2181412875,8,AC 0C D9 06 00 00 20 00
1768600440.856498,2181413195,8,00 00 00 00 00 00 00 00
1768600440.8648288,2147746239,8,01 00 00 00 00 00 00 00
1768600440.875547,2181412875,8,AC 0C DA 06 00 00 20 00
1768600440.87847,2147812032,1,01
1768600440.8866541,2181412875,8,AC 0C DB 06 00 00 20 00
1768600440.897529,2181413195,8,00 00 00 00 00 00 00 00
1768600440.9057539,2147746239,8,01 00 00 00 00 00 00 00
1768600440.9140368,2181413195,8,00 00 00 00 00 00 00 00
1768600440.9193969,2147812032,1,01
1768600440.9276216,2181412875,8,AC 0C D9 06 00 00 20 00
1768600440.9384387,2181413195,8,00 00 00 00 00 00 00 00
1768600440.9467568,2164332608,8,78 01 00 16 59 04 00 60
1768600440.9549887,2181413195,8,00 00 00 00 00 00 00 00
1768600440.9658594,2147746239,8,01 00 00 00 00 00 00 00
1768600440.9741025,2181412875,8,AC 0C DA 06 00 00 20 00
1768600440.9768505,2147812032,1,01
1768600440.9876895,2181412875,8,AC 0C DB 06 00 00 20 00
